Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
Michigan,US,43.3266,-84.5361,0,1,6,2,1,0,4,4,-5,4,7,1,-2,1,2,3,0,-2,2,-4,-3,0,0,2,1,2,2,2,1,0,1,0,1,6,5,1,-1,-2,0,-3,0,0,0,0,-2,-6,-1,2,0,2,-3,-4,1,5,8,6,2,-1,-3,-2,1,8,9,6,5,9,2,8,16,15,9,7,11,5,3,4,7,8,10
Mississippi,US,32.7416,-89.6787,14,15,19,16,12,16,19,14,18,19,19,21,14,16,18,22,17,17,19,9,6,6,9,10,11,12,12,14,17,11,12,12,12,21,22,20,21,7,10,16,21,20,13,23,9,10,17,13,17,22,9,6,8,13,15,16,17,9,10,14,19,20,21,22,14,18,16,16,20,21,24,26,27,20,25,20,25,25,27
Montana,US,46.9219,-110.4544,1,1,-1,3,2,-2,-2,2,0,-8,-5,-2,-5,-8,-10,-6,3,-5,-2,2,7,4,0,3,5,2,4,0,3,2,0,5,9,-3,-4,-5,-2,-2,-2,-1,-3,-5,0,-7,2,-2,-1,0,-3,-7,-4,1,3,3,3,-3,-2,2,2,7,0,-1,1,3,1,6,11,10,0,1,3,3,-2,-5,-6,-6,1,3,0
New Mexico,US,34.8405,-106.2485,4,4,0,3,9,12,6,9,9,7,2,5,5,9,13,14,0,8,8,9,10,5,6,8,9,10,10,7,7,8,6,7,11,15,13,-1,-3,4,11,15,12,8,-3,3,6,7,10,14,14,10,12,3,10,10,7,10,2,5,12,15,15,13,11,12,14,16,16,17,11,15,16,16,16,13,13,17,18,16,13
North Dakota,US,47.5289,-99.78399999999999,-4,2,0,-3,0,-1,0,-12,-12,-8,-18,-13,-10,-6,-21,-22,-20,-2,-19,-19,-12,0,-2,-4,-6,0,0,-6,0,-2,-2,-1,6,1,-7,-7,-4,-8,-13,-3,-3,-4,0,-20,-17,-1,-5,-5,-3,-15,-15,-3,1,2,1,0,-4,-5,0,1,4,0,3,1,4,2,3,4,0,-2,2,7,1,-3,-4,0,-1,0,-1
South Dakota,US,44.2998,-99.4388,-3,3,1,0,1,2,2,-2,-4,0,-10,-11,-3,0,-11,-17,-12,-2,-12,-16,-12,1,2,-2,-4,-1,2,-2,0,0,1,0,6,4,-3,-4,-1,1,-10,0,-2,1,1,-1,-15,3,1,1,-1,-7,-11,-1,3,4,3,1,-2,-2,2,3,7,4,6,6,12,4,13,20,15,1,5,15,6,4,0,2,2,6,9
West Virginia,US,38.4912,-80.9545,6,6,14,13,11,3,7,3,5,13,18,23,13,13,14,17,7,3,10,0,-2,0,7,12,12,5,2,6,3,4,4,11,5,14,20,13,6,14,0,5,9,9,9,7,10,0,8,13,14,12,7,3,2,9,14,11,15,13,0,3,1,12,12,16,16,17,5,6,18,20,14,15,22,16,9,7,12,9,17
Wyoming,US,42.756,-107.3025,-8,-1,-4,-1,-2,-5,-5,0,-2,-5,-11,-7,-7,-6,-3,-7,-1,-1,-5,-2,-1,0,-1,-2,0,0,0,-2,-1,-2,-3,0,3,2,-12,-13,-9,-4,-4,0,-8,-8,-7,-6,-5,0,-4,-2,-7,-9,-11,-7,-4,-2,0,-6,-10,-2,-2,0,2,-6,-1,1,1,2,3,4,2,1,1,3,0,-3,3,5,2,7,5
Hubei,China,30.9756,112.2707,5,10,9,12,8,4,10,5,4,4,10,11,9,10,4,7,9,9,13,13,11,9,8,6,7,6,8,11,14,15,16,14,14,15,17,15,4,11,14,17,15,14,18,20,16,5,11,14,15,18,18,19,20,20,25,22,17,9,11,16,18,8,15,17,16,17,21,15,13,19,19,21,18,22,24,20,25,26,26
,Iran,32.0,53.0,13,12,14,12,12,10,10,12,14,13,3,7,9,5,7,9,11,16,15,10,11,12,13,10,9,8,10,10,12,11,14,15,11,9,14,14,16,18,21,18,15,11,6,14,17,14,18,22,18,21,21,19,20,20,22,26,21,17,22,22,22,22,16,14,18,21,23,18,14,17,19,23,24,25,19,21,22,21,23
,"Korea, South",36.0,128.0,5,7,7,7,9,6,10,3,4,8,7,4,3,5,4,5,5,7,5,4,6,7,9,11,10,9,4,7,7,8,7,7,9,5,7,0,1,5,5,6,11,14,9,14,15,16,3,0,3,9,12,13,9,10,16,5,11,7,6,12,13,9,13,8,8,13,11,14,15,7,8,15,13,9,9,11,15,18,15
France,France,46.2276,2.2137,10,10,9,7,7,12,9,12,12,7,8,7,13,13,14,15,9,8,4,5,8,9,9,13,13,10,8,6,9,11,13,13,13,15,7,8,9,14,14,14,12,9,10,11,12,16,18,10,10,11,13,11,14,17,17,10,6,10,11,12,9,7,5,7,10,6,8,11,9,11,15,13,11,13,18,13,17,19,21
Guangdong,China,23.3417,113.4244,23,22,25,26,24,25,27,26,22,24,21,19,22,20,23,20,19,14,14,19,21,24,26,25,19,14,14,16,17,18,20,19,21,16,16,18,20,18,19,18,20,17,25,22,22,22,11,16,19,21,22,25,26,26,25,26,29,27,25,27,27,25,25,17,21,22,24,25,26,23,20,21,24,25,23,23,23,22,22
Henan,China,33.882,113.61399999999999,6,7,12,13,5,2,5,5,5,8,7,5,9,6,2,5,10,10,10,10,8,10,11,5,8,5,8,12,12,13,16,13,15,12,14,2,2,9,14,18,19,18,19,19,16,6,10,14,16,17,17,18,17,22,21,17,10,6,13,15,16,13,15,15,17,18,21,17,13,18,21,21,15,20,23,22,26,29,23
Zhejiang,China,29.1832,120.0934,11,13,12,10,17,22,21,10,9,7,7,8,9,8,4,6,6,7,8,10,13,17,11,8,6,6,6,7,8,8,10,12,13,10,7,12,6,7,9,11,15,16,19,16,20,16,6,9,11,15,17,18,16,20,24,24,13,15,21,19,10,12,11,7,13,15,17,16,17,14,16,14,17,14,18,20,17,21,23
Hunan,China,27.6104,111.7088,9,7,8,10,16,16,11,9,5,3,7,9,9,6,5,4,6,5,11,8,9,9,7,7,4,6,6,10,12,14,15,10,9,10,14,13,8,7,8,13,12,13,18,20,21,5,9,12,14,15,17,11,14,21,24,23,18,15,15,11,17,10,7,10,11,13,13,17,13,17,15,15,16,18,19,16,15,21,24
Anhui,China,31.8257,117.2264,6,9,8,9,11,9,5,6,4,5,5,8,8,7,3,4,6,6,10,12,7,7,9,7,7,3,6,9,10,10,12,13,14,12,15,12,4,6,9,14,15,15,17,19,17,3,7,11,13,14,18,16,17,19,24,19,14,14,9,12,12,12,14,15,15,15,19,15,11,15,19,19,16,17,21,19,23,25,22
Jiangxi,China,27.614,115.7221,14,16,13,13,22,25,18,13,10,9,8,10,13,11,7,6,8,7,12,13,15,15,10,10,7,6,8,10,12,13,14,17,12,12,15,17,10,12,11,15,15,14,21,21,24,15,10,12,14,16,20,18,19,23,26,27,24,21,25,18,18,17,10,12,15,16,15,24,18,17,17,14,17,19,22,19,14,21,24
Shandong,China,36.3427,118.1498,2,5,6,8,2,3,0,0,2,3,0,0,-1,-2,0,-1,0,2,2,2,4,6,7,2,3,1,2,2,-1,0,6,5,4,2,3,-1,0,4,5,9,12,10,12,15,10,-3,-3,0,7,9,11,9,6,13,8,6,6,7,7,9,3,7,6,4,8,11,12,13,8,8,13,17,8,11,15,15,18,21,13
Diamond Princess,Cruise Ship,35.4437,139.638,10,12,12,12,11,12,10,12,15,11,12,11,13,12,11,10,11,6,9,12,12,9,9,13,10,8,9,10,16,16,11,12,12,15,12,15,6,7,12,7,10,11,16,17,15,16,12,16,12,12,13,14,17,15,15,15,10,11,10,13,16,9,15,12,12,13,12,10,17,16,18,15,18,9,11,13,13,17,20
Jiangsu,China,32.9711,119.455,7,8,10,10,8,10,9,6,6,6,8,7,6,5,6,3,6,6,8,9,10,10,10,9,8,6,7,7,8,7,9,12,12,10,12,7,7,8,10,13,15,10,15,18,16,6,5,7,11,12,16,14,15,17,20,17,14,13,10,11,11,12,13,13,12,15,18,18,11,14,16,18,11,15,19,17,22,23,19
Chongqing,China,30.0572,107.874,13,13,15,13,13,10,15,10,12,11,12,14,12,12,11,11,14,11,12,14,14,15,11,10,10,12,13,13,14,16,13,11,10,12,15,13,11,14,15,17,13,18,19,20,17,7,11,14,14,15,13,15,15,16,14,15,20,22,15,20,21,12,12,14,16,16,19,18,13,18,15,20,17,19,18,18,18,22,25
Sichuan,China,30.6171,102.7103,9,9,7,5,6,3,7,4,6,2,5,8,7,3,6,4,1,0,0,2,6,6,2,0,0,0,0,0,3,0,0,3,0,1,5,1,1,1,1,2,5,7,10,13,8,0,1,1,2,7,4,7,9,9,12,11,11,8,8,12,4,5,1,4,7,10,11,13,2,4,7,10,6,7,9,5,7,9,11
Heilongjiang,China,47.861999999999995,127.7615,-17,-16,-14,-12,-13,-7,-6,-7,-9,-11,-12,-15,-12,-13,-13,-15,-14,-11,-9,-11,-10,-12,-12,-14,-12,-12,-4,-5,-7,-7,-7,-13,-14,-16,-17,-17,-17,-13,-12,-10,-9,0,0,-7,-9,-7,-11,-7,-9,-5,-6,-4,-5,-5,-5,-1,0,-2,-1,-2,-2,-1,-1,-2,-3,0,0,0,-1,0,0,-4,-7,0,-1,-2,1,1,4
Denmark,Denmark,56.2639,9.5018,5,5,8,5,6,7,6,9,8,6,7,8,6,8,9,7,7,7,6,7,8,7,7,7,7,6,7,6,7,7,7,8,6,6,4,6,7,6,6,10,7,6,6,5,6,8,10,6,6,6,7,7,8,5,5,5,2,5,6,8,6,8,6,7,6,4,6,7,10,8,8,7,7,6,8,10,8,8,10
Beijing,China,40.1824,116.4142,-1,2,5,6,3,4,4,4,2,3,0,2,1,0,1,1,2,3,5,4,4,5,8,3,4,4,5,8,9,7,10,5,5,4,1,-2,0,3,6,10,12,12,13,13,5,1,4,10,11,11,8,11,10,11,12,11,11,9,11,7,11,11,8,9,12,13,17,9,13,13,16,15,13,17,19,17,24,24,20
Shanghai,China,31.201999999999998,121.4491,11,12,10,9,13,20,18,7,7,9,7,8,10,8,8,7,7,7,9,11,13,9,10,9,7,9,7,9,9,8,10,12,13,11,12,11,7,8,10,13,16,11,17,16,17,14,6,9,10,12,15,19,18,16,21,25,12,13,15,13,11,12,13,12,11,13,17,16,13,13,17,17,13,16,21,17,23,24,19
Hebei,China,39.549,116.1306,0,2,5,7,3,3,4,4,2,4,0,2,2,0,2,2,2,3,5,5,5,7,9,5,6,5,6,7,9,8,9,6,4,5,3,0,0,4,7,11,14,14,15,14,1,1,3,9,11,10,8,12,11,13,12,11,10,9,12,8,12,12,9,8,13,15,17,12,12,14,19,15,13,17,20,18,24,27,20
Fujian,China,26.0789,117.9874,15,19,18,21,20,22,23,18,20,20,14,11,16,16,15,13,10,12,10,15,16,22,23,21,16,10,7,8,9,9,13,14,12,8,10,12,11,13,13,14,18,19,18,18,16,20,4,9,12,15,19,22,21,21,24,25,25,23,24,24,20,18,19,13,13,19,20,20,18,15,16,12,20,16,18,20,15,16,16
Guangxi,China,23.8298,108.7881,21,22,23,23,25,26,27,25,23,22,10,17,15,10,12,10,10,10,11,11,17,22,23,16,9,13,12,13,16,18,19,14,14,10,12,11,17,13,10,13,16,19,22,22,23,22,13,15,18,19,18,20,23,25,25,25,26,27,25,26,24,20,16,11,15,20,25,27,26,20,19,19,20,21,22,17,16,18,23
Shaanxi,China,35.1917,108.8701,5,6,7,5,2,3,2,2,1,1,5,4,2,0,0,2,5,2,4,4,7,7,6,3,2,1,2,5,7,9,9,5,6,8,9,6,5,8,10,12,13,15,16,17,3,1,5,8,11,13,4,11,12,16,17,18,11,3,13,16,11,10,10,14,11,16,16,13,11,13,16,15,12,15,16,16,20,20,21
Yunnan,China,24.974,101.48700000000001,19,19,20,12,12,15,16,19,20,18,17,19,19,20,21,22,20,21,20,20,20,20,20,16,12,14,16,14,15,16,17,18,17,18,19,19,19,20,19,18,17,19,19,20,20,18,16,19,17,19,21,22,22,21,21,22,22,20,19,22,23,23,21,20,20,20,22,22,23,23,24,25,26,28,27,26,24,24,24
Hainan,China,19.1959,109.7453,19,21,22,20,22,24,26,24,24,24,23,17,23,23,23,26,21,23,21,21,23,26,27,26,26,12,12,12,14,17,19,19,23,23,23,21,25,24,18,17,17,22,26,24,26,29,14,13,16,21,21,21,22,22,25,26,26,25,23,26,27,26,26,25,17,23,30,32,33,23,24,31,33,21,21,23,25,26,27
Guizhou,China,26.8154,106.8748,16,14,7,11,17,15,14,16,8,5,8,13,7,3,3,4,5,4,8,8,16,15,8,4,1,5,4,5,8,10,8,9,6,5,9,8,8,5,5,8,10,12,16,18,19,6,4,8,10,15,12,9,12,16,20,19,19,20,14,18,12,11,7,9,12,16,16,22,15,11,13,17,15,14,16,11,10,13,18
Tianjin,China,39.3054,117.323,0,2,5,7,4,4,3,4,4,5,0,2,0,0,2,2,3,4,5,5,5,8,9,4,6,5,6,7,7,6,9,5,3,4,0,-1,0,5,7,11,14,16,17,16,1,0,1,7,10,9,8,10,10,16,12,10,9,8,11,8,11,10,9,7,12,16,15,13,10,11,18,14,12,16,16,17,22,27,18
Shanxi,China,37.5777,112.2922,3,5,7,7,0,4,1,2,2,2,0,1,0,-1,0,1,2,4,5,2,4,5,6,5,5,4,4,6,6,6,9,6,5,6,8,5,6,8,10,12,13,14,16,18,6,0,5,9,10,13,10,9,11,19,8,17,14,6,15,17,10,14,10,11,14,18,17,13,13,12,19,16,10,15,19,21,22,21,21
Gansu,China,37.8099,101.0583,-2,-2,-3,-3,-9,-8,-7,-6,-7,-10,-8,-10,-4,-1,-7,-5,-5,-9,-8,-6,-6,-6,-7,-8,-9,-9,-10,-9,-9,-8,-7,-11,-10,-7,-5,-7,-5,-5,-6,-4,-3,-1,0,-2,-13,-8,-6,-3,-4,-2,-7,-2,1,2,2,1,0,-1,3,-3,-3,-3,-2,-1,0,1,5,-6,-4,-2,-1,-7,-2,1,-2,-1,0,0,2
Hong Kong,China,22.3,114.2,18,20,20,21,21,22,25,24,19,21,23,19,20,20,19,21,19,19,19,19,19,22,23,23,20,17,15,16,17,18,17,18,19,20,19,18,18,21,20,18,18,20,22,21,22,22,15,17,17,19,20,21,22,21,21,24,24,21,22,24,25,21,22,22,19,20,23,24,23,24,20,22,24,23,21,22,23,21,22
Liaoning,China,41.2956,122.6085,-6,-6,-2,-2,-1,1,-5,-3,-3,-2,-6,-7,-5,-7,-5,-3,-6,-1,-1,0,3,0,0,-4,-1,-2,-1,-1,-5,-5,-1,0,-5,-2,-7,-11,-4,0,-1,5,8,13,12,13,-3,-4,-5,-5,2,1,6,2,3,7,6,4,4,6,6,3,4,5,5,1,5,10,7,10,4,6,10,8,6,11,1,7,14,17,12
Jilin,China,43.6661,126.1923,-12,-9,-8,-9,-4,-2,-6,-8,-8,-6,-13,-12,-11,-12,-10,-11,-8,-5,-7,-8,-4,-3,-5,-11,-7,-6,-2,-5,-8,-10,-8,-10,-11,-13,-17,-19,-13,-9,-12,-5,-4,4,4,2,-9,-8,-11,-13,-5,-3,-1,0,-6,0,-2,-3,-3,0,0,-3,-3,-4,-2,-3,-2,1,1,3,0,0,0,0,-1,2,-4,2,4,11,3
,Czechia,49.8175,15.472999999999999,2,4,4,3,1,2,2,4,5,8,4,4,4,3,3,6,3,2,1,1,0,0,2,0,2,2,5,6,4,7,11,13,9,9,4,1,2,4,4,7,9,5,5,6,7,8,10,12,7,6,6,5,12,12,7,9,5,6,4,4,10,10,6,7,9,9,4,8,8,8,10,15,8,7,9,13,11,16,16
Xinjiang,China,41.1129,85.2401,2,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,1,2,0,1,1,0,2,1,1,1,1,1,2,2,2,2,2,3,3,4,4,5,5,6,6,7,8,9,9,7,6,5,5,6,5,6,8,9,11,12,13,13,14,15,16,12,12,13,15,16,16,15,13,8,9,11,13,11,12,13,15,17,18,20,20
Inner Mongolia,China,44.0935,113.9448,-11,-11,-9,-9,-3,-8,-9,-9,-11,-11,-11,-13,-12,-9,-11,-9,-10,-6,-6,-5,-4,-4,-8,-5,-4,-3,-3,-4,-6,-3,-8,-10,-12,-11,-16,-11,-9,-7,-3,0,3,6,6,-5,-10,-9,-6,0,-1,-2,0,-4,-2,3,0,-2,-1,4,0,-3,-1,0,-6,-2,8,3,8,1,-1,0,4,-2,2,5,7,9,13,3,9
Ningxia,China,37.2692,106.1655,6,2,5,6,0,-2,1,1,-2,-2,1,-2,-1,2,-3,0,1,-1,0,4,3,3,1,2,4,3,2,2,5,7,6,3,3,8,8,7,9,7,6,11,14,14,16,7,-4,-3,1,8,7,13,4,7,14,19,13,17,15,11,18,11,9,9,12,15,16,12,19,7,5,11,14,10,8,12,16,15,17,16,20
,Taiwan*,23.7,121.0,19,19,20,20,21,22,19,22,20,20,19,18,17,18,19,19,18,17,18,18,20,22,22,22,20,18,17,11,14,13,14,15,16,17,14,18,19,19,19,18,18,17,21,22,23,24,19,15,15,17,18,19,21,21,22,22,22,22,21,21,22,21,21,19,15,19,22,23,23,19,19,20,22,14,16,18,21,21,20
,Vietnam,16.0,108.0,19,18,20,20,20,23,23,22,21,22,22,21,21,22,22,24,23,22,17,20,22,24,25,25,25,19,19,17,15,16,17,17,21,22,23,22,24,24,22,18,17,21,25,28,29,31,26,16,14,19,18,19,18,20,23,24,24,24,25,26,27,25,25,23,21,25,29,32,34,32,23,29,31,25,25,26,26,26,28
,Russia,60.0,90.0,-12,-5,-1,-8,-3,-5,-6,-8,-12,-13,-15,-14,-11,-9,-8,-7,-7,-5,-12,-19,-16,-22,-13,-3,-1,-5,-8,-1,-5,-18,-20,-24,-23,-17,-14,-9,-3,-1,-5,0,-14,-12,-9,-10,-6,-5,-7,-7,-4,-5,0,0,-1,-3,-5,-6,-8,-7,-5,-4,-5,-4,-2,-2,-1,-10,-15,-3,0,-3,-4,1,2,3,3,3,-5,0,-2
Qinghai,China,35.7452,95.9956,-6,-7,-7,-7,-10,-13,-8,-5,-6,-14,-13,-10,-4,-1,-6,-5,-4,-11,-7,-10,-10,-9,-11,-11,-12,-10,-11,-11,-9,-8,-9,-12,-13,-11,-7,-9,-9,-9,-11,-9,-8,-6,-4,-3,-6,-9,-6,-6,-8,-3,-9,-4,-4,-1,-2,-1,-3,-5,-2,-1,-5,-6,-7,-5,-4,-2,0,-6,-8,-5,-3,-4,0,1,-3,-5,-4,-4,-2
Macau,China,22.1667,113.55,19,20,21,21,21,22,24,24,20,21,23,18,19,20,20,22,18,18,16,18,20,21,22,23,21,15,14,15,16,17,17,18,18,20,17,18,18,19,18,17,17,18,21,19,21,21,14,15,17,18,20,21,22,21,20,23,24,21,22,23,24,21,21,21,19,19,22,22,24,23,19,22,23,23,22,21,22,21,22
,Moldova,47.4116,28.3699,2,1,3,3,3,1,0,0,0,3,8,4,5,4,2,5,2,3,1,0,5,8,4,5,5,5,8,7,6,7,8,9,14,10,10,6,2,0,0,3,6,10,7,7,9,6,8,11,13,11,10,9,8,14,9,13,18,7,9,9,13,13,19,18,13,14,18,12,13,13,14,20,19,12,6,11,14,14,19
,Bolivia,-16.2902,-63.5887,28,30,32,33,33,33,30,26,31,31,33,31,33,29,29,32,36,33,34,34,34,34,28,34,34,36,37,36,31,28,30,30,30,32,31,31,32,30,32,30,28,28,27,30,31,33,34,31,34,35,31,28,28,25,26,31,30,26,32,33,34,35,36,34,36,36,35,36,36,35,34,36,31,37,35,34,27,30,31
Faroe Islands,Denmark,61.8926,-6.9118,7,5,0,5,6,7,8,3,4,6,4,3,5,4,4,4,4,4,7,8,4,7,4,3,6,5,3,3,3,3,2,1,1,3,4,6,7,6,4,2,2,2,0,0,5,4,4,4,4,3,3,4,3,2,3,3,2,1,1,3,2,1,3,3,3,3,4,4,2,4,3,2,3,3,0,4,3,4,2
St Martin,France,18.0708,-63.0501,26,26,26,26,25,25,25,25,26,26,26,25,25,25,25,25,25,25,25,24,24,25,25,25,25,25,25,26,25,25,25,26,25,26,26,25,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,24,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,25,26,25
,Honduras,15.2,-86.2419,24,24,27,28,27,21,21,24,22,23,25,26,26,26,25,25,23,25,24,24,22,20,19,25,25,24,26,27,28,27,27,29,28,22,24,27,28,29,29,28,27,27,27,28,28,27,25,27,27,29,29,27,24,24,23,29,30,31,25,21,20,24,27,29,29,31,27,24,24,23,23,25,24,28,28,28,27,28,28
Channel Islands,United Kingdom,49.3723,-2.3644,9,11,11,10,9,11,12,11,11,9,10,11,11,12,10,12,9,8,8,8,7,8,8,7,9,10,9,9,10,11,11,11,11,10,9,9,8,11,10,12,10,8,9,10,11,12,13,9,10,10,10,10,11,11,11,9,8,10,11,8,9,8,9,10,10,8,11,10,10,11,11,9,9,10,11,9,10,10,11
New Brunswick,Canada,46.5653,-66.4619,-2,0,0,2,2,-1,-6,-3,-5,-8,0,8,-5,-7,-6,-2,-2,-13,-11,-5,-7,-9,-3,2,0,-1,0,0,-2,-7,-3,-1,-1,0,1,0,-5,-5,-4,-9,-7,1,0,0,0,-14,-8,0,-1,-7,0,-13,-6,0,3,5,5,3,-3,-2,-1,-1,0,6,2,0,0,-1,2,-1,-2,0,1,2,1,-2,-1,0,0
Tibet,China,31.6927,88.0924,-6,-7,-5,-7,-11,-4,-2,-4,-5,-9,-7,-1,3,0,-1,0,-2,-4,-9,-9,-7,-7,-10,-13,-8,-7,-7,-6,-4,-7,-8,-6,-11,-9,-8,-10,-8,-7,-10,-11,-7,-4,0,2,1,-1,1,-1,-2,0,-3,-1,-2,-3,-4,-2,-3,-6,-3,-3,-1,-2,-4,-2,-2,-1,0,-1,0,0,0,2,2,3,-2,-3,0,0,-1
,Congo (Kinshasa),-4.0383,21.7587,31,29,29,31,28,33,30,29,27,28,30,31,33,35,35,35,32,26,32,34,34,34,35,34,33,33,33,31,32,32,33,32,29,33,25,28,34,35,32,34,27,34,36,29,29,34,33,33,32,31,34,37,34,32,27,34,36,28,36,37,33,34,31,37,37,34,36,34,31,33,34,31,30,35,36,31,25,32,34
,Cote d'Ivoire,7.54,-5.5471,35,34,33,33,34,34,34,35,36,36,33,36,36,34,36,37,36,34,36,34,33,33,35,36,36,34,34,35,37,37,35,35,36,37,35,36,35,36,37,36,34,37,36,36,36,37,37,35,37,37,36,37,37,38,38,37,38,36,37,37,38,37,37,36,35,35,34,35,33,34,36,36,35,37,34,36,35,36,36
Saint Barthelemy,France,17.9,-62.8333,27,27,27,27,26,26,27,27,27,27,27,27,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,27,27,26,27,27,27,27,27,26,27,27,27,27,26,27,26,26,26,27,26,26,26,26,26,26,26,26,27,26,27,26,26,26,27,27,26,27,27,27,26,26,27,27,27,27,26,27,26,26,26,27,27
,Jamaica,18.1096,-77.2975,30,30,30,29,30,30,29,28,29,28,29,30,30,30,28,29,29,29,29,29,29,29,25,26,28,27,28,27,28,29,29,29,30,29,28,29,28,29,29,30,29,29,30,30,30,29,30,29,30,29,29,29,30,28,28,27,28,29,30,30,26,26,28,30,30,30,30,31,25,26,28,27,29,30,30,29,29,30,29
,Turkey,38.9637,35.2433,4,3,5,1,1,5,7,6,1,1,4,6,4,7,7,8,4,2,1,0,0,0,2,-1,4,8,9,7,8,7,0,0,3,5,4,10,10,4,-4,-5,-6,-1,3,2,1,4,2,0,3,4,4,6,4,6,9,6,12,14,12,10,6,12,15,18,17,13,16,19,21,17,18,19,14,15,17,4,0,0,3
Gibraltar,United Kingdom,36.1408,-5.3536,15,15,16,15,15,15,15,15,15,14,16,15,15,16,16,16,18,17,16,11,14,12,14,14,14,16,16,17,19,19,19,20,17,18,18,15,15,15,17,18,16,21,18,18,17,16,16,20,16,16,15,16,16,16,17,18,17,19,17,17,18,19,17,21,17,17,18,18,23,18,21,23,20,17,16,15,15,16,17
"Kitsap, WA",US,47.6477,-122.6413,10,11,6,11,8,8,11,10,6,4,6,7,7,1,0,1,6,4,7,9,10,8,7,11,11,10,10,9,10,10,8,13,10,6,5,3,9,10,11,9,8,8,10,9,8,9,8,9,8,8,11,12,12,8,10,9,10,11,13,10,8,8,9,11,10,12,6,7,8,10,11,10,9,6,6,8,13,13,13
"Solano, CA",US,38.3105,-121.9018,15,15,17,14,15,16,14,12,12,11,12,15,13,14,13,11,9,9,11,9,12,13,16,13,17,15,18,17,16,19,19,19,18,14,13,14,17,18,19,17,17,23,24,20,16,18,19,20,22,19,19,19,23,21,18,23,24,23,25,23,19,16,22,25,25,20,16,13,14,19,24,23,26,18,12,12,10,14,12
"Santa Cruz, CA",US,37.0454,-121.958,15,15,16,16,15,14,15,15,13,12,14,13,12,11,12,11,7,11,13,15,12,11,15,17,18,18,16,16,15,16,15,20,21,13,11,11,15,17,19,13,16,19,20,17,13,15,16,16,19,18,18,20,20,14,15,20,22,24,25,23,15,12,19,21,21,16,12,11,12,18,18,20,20,10,11,10,10,11,11
"Napa, CA",US,38.5025,-122.2654,17,17,17,13,14,13,15,13,10,10,12,12,10,10,9,8,6,8,10,11,12,10,14,12,15,16,15,13,13,17,19,19,18,11,10,12,18,20,20,16,14,21,23,20,15,17,18,19,20,19,18,17,22,19,18,22,23,23,24,22,17,13,20,26,25,18,11,11,11,17,22,21,25,13,10,9,9,10,9
"Ventura, CA",US,34.3705,-119.1391,18,17,18,20,17,19,22,22,14,12,17,14,14,13,14,15,12,14,18,20,15,14,16,22,21,19,15,20,20,18,21,24,26,18,12,12,15,15,17,17,16,20,20,15,17,17,17,18,19,18,17,22,22,14,16,20,25,24,26,26,19,13,18,23,19,21,19,13,14,18,17,17,17,12,12,12,10,11,14
"Worcester, MA",US,42.4097,-71.8571,2,2,5,7,3,1,1,2,3,-2,7,17,17,2,5,7,4,-6,-4,3,-3,-3,1,5,5,4,5,5,3,3,1,5,3,3,6,7,3,1,2,0,0,5,3,5,2,-4,-2,4,4,1,3,0,0,6,10,15,12,9,7,1,0,0,12,16,8,9,7,5,12,20,18,12,9,14,10,8,5,7,13
"Gwinnett, GA",US,33.9191,-84.0167,12,13,7,15,13,11,16,13,15,17,17,19,19,17,17,20,18,11,8,9,4,5,9,10,10,8,12,10,15,11,14,4,9,17,23,19,19,20,4,5,9,10,21,20,18,12,11,8,13,14,13,5,8,13,14,8,18,13,8,11,12,17,12,20,13,9,12,14,16,20,18,22,22,22,22,19,12,19,21
"DeKalb, GA",US,33.7956,-84.2279,12,13,8,15,13,11,16,14,16,17,18,20,19,17,17,21,18,12,9,8,3,5,9,10,12,7,11,11,15,11,14,5,9,17,23,20,19,20,5,5,11,10,21,21,18,12,12,8,11,15,12,6,8,13,14,8,19,13,9,11,12,18,12,20,13,10,13,14,16,19,18,22,23,22,25,20,12,20,23
"Floyd, GA",US,37.5455,-82.7779,7,10,13,14,10,9,10,7,9,17,20,24,14,13,16,19,11,6,11,0,-1,1,7,12,11,6,8,8,5,6,7,12,8,18,21,14,7,14,2,7,12,11,9,6,12,0,10,15,16,13,9,4,4,11,14,10,17,11,4,6,4,16,12,17,19,19,6,10,20,21,17,19,23,18,10,7,14,12,22
