Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
,Mongolia,46.8625,103.8467,-12,-12,-11,-12,-15,-17,-19,-19,-20,-16,-22,-20,-19,-17,-16,-15,-17,-14,-15,-15,-16,-18,-16,-14,-11,-12,-16,-15,-14,-20,-22,-22,-18,-18,-17,-15,-16,-12,-8,-5,-5,-9,-18,-22,-18,-15,-13,-16,-14,-13,-16,-13,-8,-10,-12,-11,-15,-13,-10,-14,-17,-22,-15,-9,-13,-6,-12,-16,-14,-7,-18,-12,-8,-6,-3,-2,-6,-3,-7
,Panama,8.538,-80.7821,17,17,17,17,17,17,17,18,18,17,18,18,19,18,18,18,19,19,19,18,18,17,18,18,18,16,15,16,17,17,16,17,18,18,18,18,17,17,17,17,18,18,18,18,18,18,18,18,19,19,18,18,17,17,17,16,16,17,18,18,17,17,17,18,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17
Kansas,US,38.5266,-96.7265,-2,1,-1,-4,1,-3,-2,-2,9,2,-10,-7,-5,0,3,-10,-4,-4,-7,-11,-13,0,1,-1,-5,-2,-1,-1,-2,-2,-1,-4,2,9,-2,-3,-8,-3,-6,3,-5,-2,0,-14,-16,-5,-4,3,-2,-3,-8,-10,0,3,4,0,-3,-3,-1,-2,7,0,1,2,3,-2,3,7,10,0,5,9,2,0,0,1,3,8,13
Louisiana,US,31.1695,-91.8678,1,10,13,6,1,7,6,1,7,17,16,3,8,16,18,16,11,15,2,0,-1,0,6,4,0,9,8,4,10,8,7,4,2,9,17,19,6,-1,6,9,16,14,9,6,1,0,11,11,16,8,7,0,-2,3,12,9,9,0,0,1,8,15,18,18,11,7,3,4,12,17,16,16,18,18,17,11,16,18,21
Missouri,US,38.4561,-92.2884,-1,3,2,0,0,-3,0,-1,5,11,-1,-5,-2,1,7,-6,-3,0,-10,-11,-11,-4,0,0,-1,-2,-2,-2,-2,-2,0,-2,3,5,2,-1,-4,-7,-5,-1,-2,-1,0,-11,-17,-4,-2,3,0,-4,-5,-9,-5,2,5,1,0,-4,-3,-3,5,4,2,3,1,0,-1,3,9,2,3,6,3,1,0,1,3,7,12
Vermont,US,44.0459,-72.7107,-4,-6,0,0,-6,-12,-7,-5,-16,-11,1,4,-7,-4,-1,-2,-19,-19,-12,-16,-18,-12,-8,-6,-2,-1,-3,-4,-8,-15,-11,-4,-6,-5,-4,-6,-8,-3,-15,-21,-7,-4,-5,-3,-18,-21,-8,-7,-13,-4,-15,-20,-10,-7,-3,0,-1,0,-10,-10,-14,-11,1,0,-2,-4,-9,-7,1,4,-3,-5,0,-1,-6,-11,-3,-3,0
Alaska,US,61.3707,-152.4044,-22,-28,-29,-28,-29,-28,-29,-30,-24,-25,-23,-21,-19,-22,-22,-22,-22,-24,-21,-18,-20,-23,-26,-27,-28,-29,-29,-26,-24,-22,-25,-28,-26,-20,-15,-15,-16,-17,-18,-14,-24,-22,-18,-21,-18,-19,-20,-20,-14,-15,-17,-17,-22,-27,-25,-22,-18,-18,-21,-22,-18,-21,-28,-31,-26,-20,-21,-17,-20,-26,-25,-23,-15,-15,-15,-13,-13,-13,-9
Arkansas,US,34.9697,-92.3731,0,7,11,3,0,1,2,0,6,14,9,-1,0,5,10,6,0,6,0,-3,-4,-2,0,2,-1,5,4,2,3,3,2,1,3,9,15,3,1,-2,0,6,11,4,2,2,-6,-4,5,10,12,1,2,-4,-4,4,7,6,3,-2,1,1,10,15,9,10,7,5,0,2,13,9,7,13,12,6,5,3,7,9,17
Delaware,US,39.3185,-75.5071,2,-3,6,7,2,0,0,-1,-4,-1,7,16,5,2,5,6,-2,-5,1,-5,-7,-6,-5,-1,5,0,0,1,1,-3,-1,0,1,0,7,4,2,5,0,-1,3,7,2,3,2,-8,-2,1,1,5,-1,-5,-4,-3,0,6,6,3,-1,-2,-3,0,5,6,3,1,1,-2,4,10,6,4,9,5,4,1,5,4,7
Idaho,US,44.2405,-114.4788,-1,-3,-6,-9,-12,-8,-5,-3,-11,-18,-8,-9,-11,-11,-20,-11,-3,-15,-13,-9,-8,-11,-5,-6,-10,-8,-5,-8,-7,-9,-11,-8,0,-10,-21,-10,-3,1,-1,-12,-7,-15,-7,-13,-8,-9,-4,-11,-19,-20,-20,-16,-13,-12,-6,-16,-10,-12,-10,-5,-7,-13,0,-4,-8,-4,-2,-4,-4,-5,-6,-5,-11,-2,-1,-4,-3,0,-4
Maine,US,44.6939,-69.3819,-4,-2,-1,-1,0,-11,-9,-6,-10,-10,0,0,-9,-6,-5,-1,-14,-18,-11,-12,-18,-13,-11,-6,-4,0,0,-2,-7,-12,-10,-5,-4,-6,-4,-3,-7,-4,-11,-20,-9,-7,-5,-1,-13,-23,-10,-7,-15,-3,-16,-21,-11,-8,-7,0,0,1,-5,-7,-11,-12,0,3,-1,-3,-7,-5,-1,-1,0,-4,0,1,-4,-9,-3,-1,0
Michigan,US,43.3266,-84.5361,-5,0,0,-1,-1,-1,-1,-6,-9,4,0,-8,-5,-1,-2,-1,-8,-5,-7,-14,-13,-8,-4,0,0,0,-2,-2,-4,-3,-2,-2,0,-2,0,-7,-4,-5,-8,-6,-3,-5,-5,-4,-17,-15,-3,-10,-1,-8,-13,-11,-4,-1,-1,-1,-3,-6,-8,-8,-6,0,-3,0,-4,0,-6,0,6,2,0,2,1,-2,-3,-6,2,-1,-1
Mississippi,US,32.7416,-89.6787,0,9,13,6,0,5,5,0,3,15,18,5,7,15,17,15,7,12,0,-2,-3,-2,2,3,0,3,8,1,7,1,6,5,1,7,14,18,4,0,4,5,14,10,8,8,0,-1,7,8,15,6,5,-1,-3,2,9,7,7,0,0,1,4,13,16,13,9,5,1,3,9,15,15,15,17,15,16,10,14,16,19
Montana,US,46.9219,-110.4544,0,-3,-7,0,-7,-7,-3,-1,-10,-16,-6,-7,-15,-15,-16,-10,-7,-10,-5,-1,0,-4,-4,0,-2,-3,-2,-5,-4,-4,-2,4,-5,-12,-14,-9,-3,-7,-5,-13,-9,-10,-12,-10,-3,-7,-4,-9,-13,-15,-10,-4,-2,-5,-6,-12,-7,-4,0,0,-8,-5,-2,0,-7,3,3,-5,-4,-5,1,-10,-10,-10,-15,-11,-6,-8,-10
New Mexico,US,34.8405,-106.2485,-6,-3,-7,-4,-1,-1,-4,-5,-1,-2,-8,-3,-2,-2,0,-3,-1,-5,-3,-4,1,1,0,-2,0,0,0,-2,-4,-4,-3,-3,-2,2,-2,-12,-8,1,0,2,1,-6,-5,-7,-4,0,0,1,0,0,-3,-4,0,3,0,-3,-9,-2,0,0,2,0,-1,0,0,-1,1,7,1,4,6,6,6,1,2,3,3,5,0
North Dakota,US,47.5289,-99.78399999999999,-5,-4,-4,-14,-2,-8,-15,-23,-13,-24,-24,-17,-14,-25,-24,-31,-22,-21,-25,-25,-13,-7,-7,-12,-14,-5,-10,-8,-6,-7,-8,-6,0,-10,-14,-10,-9,-26,-15,-11,-7,-10,-23,-29,-20,-10,-17,-7,-18,-27,-22,-7,-6,-3,-10,-8,-13,-13,-7,-3,-1,-11,-3,-5,-2,-5,-2,-3,-13,-7,-3,0,-8,-12,-9,-7,-11,-3,-10
South Dakota,US,44.2998,-99.4388,-7,-1,-2,-10,0,-6,-6,-12,-7,-11,-22,-16,-10,-17,-21,-24,-12,-18,-23,-23,-16,-5,-5,-9,-10,-5,-6,-5,-2,-2,-3,-4,1,-4,-12,-10,-9,-15,-14,-6,-9,-11,-3,-28,-20,-4,-9,-6,-12,-20,-20,-9,-6,-3,-8,-5,-10,-7,-3,-4,0,-7,0,-1,0,-2,2,4,-3,-4,-1,3,-4,-4,-2,-1,-4,0,0
West Virginia,US,38.4912,-80.9545,0,0,9,9,0,1,-1,0,-4,5,12,8,5,6,4,6,-4,0,0,-8,-5,-9,-1,3,3,0,0,0,-1,0,1,3,1,5,10,1,6,0,-2,0,6,8,0,6,-4,-8,1,0,7,0,-1,-7,-6,-3,1,7,7,-3,-1,-6,-5,4,8,2,0,4,-1,-3,4,12,8,5,14,2,1,3,7,4,13
Wyoming,US,42.756,-107.3025,-9,-8,-12,-7,-12,-12,-8,-7,-11,-17,-14,-12,-13,-12,-12,-12,-4,-13,-10,-10,-3,-7,-11,-6,-7,-8,-4,-12,-6,-10,-10,-4,-4,-13,-19,-20,-14,-11,-11,-13,-13,-17,-12,-15,-10,-15,-10,-11,-17,-19,-19,-15,-10,-10,-9,-15,-16,-10,-9,-6,-7,-13,-9,-7,-10,-4,-3,-1,-6,-4,-3,-6,-9,-7,-2,-5,-4,-4,-5
Hubei,China,30.9756,112.2707,0,4,0,5,2,2,2,1,1,1,-1,2,2,2,0,-3,-1,0,1,4,4,3,5,2,2,0,-1,0,1,1,3,5,5,1,3,2,0,0,1,4,4,7,7,12,2,0,0,0,3,2,9,4,6,11,13,10,9,3,4,6,5,2,4,3,7,6,9,11,5,6,8,9,5,6,12,9,8,12,9
,Iran,32.0,53.0,-1,0,0,0,-2,-2,-1,3,1,0,-2,-4,-1,-4,-2,-2,4,3,0,-1,-1,4,-3,-2,-1,-3,-4,-3,0,-3,0,2,-4,-3,-1,-1,-1,7,8,4,0,-7,-4,-1,0,-2,3,4,4,11,2,4,2,6,13,14,3,1,4,4,9,2,0,0,0,2,6,4,-2,0,1,4,10,11,9,11,10,9,4
,"Korea, South",36.0,128.0,-5,-2,-4,-5,-2,3,2,-2,-5,-4,-1,-1,-3,-5,-5,-4,-2,-3,0,-5,0,1,0,3,0,3,2,1,0,0,-4,-3,-2,-7,-8,-11,-6,-3,-7,-2,-2,3,5,1,2,1,-4,-7,-6,-1,0,4,-1,-2,3,3,1,0,0,0,0,0,1,-3,-6,0,0,1,6,0,-3,1,-2,0,-3,-1,0,6,3
France,France,46.2276,2.2137,4,3,4,-1,-1,2,7,6,6,-2,-3,3,6,6,2,8,0,0,-1,-4,-3,0,0,1,2,5,5,5,2,10,8,10,10,3,0,-1,-2,0,5,9,6,1,0,5,-1,10,9,1,4,1,0,-1,2,5,4,1,1,-2,7,5,5,0,0,6,2,2,1,3,4,9,7,0,0,-1,4,6,2,4,6
Guangdong,China,23.3417,113.4244,13,12,13,13,17,16,14,14,15,16,9,9,12,10,15,8,10,10,9,12,13,16,17,14,8,5,5,5,4,3,6,10,13,11,12,13,14,9,9,7,14,15,16,17,19,7,5,5,6,10,11,13,15,14,16,17,18,16,17,18,17,17,15,11,16,17,19,20,14,14,15,19,15,13,16,17,17,18,18
Henan,China,33.882,113.61399999999999,0,1,-1,4,0,0,-2,0,0,1,-4,-1,-2,-2,-1,-5,-2,0,0,-1,-1,0,3,0,1,-2,-3,-1,-1,-3,1,1,0,-1,0,0,-2,-2,0,4,3,3,6,7,0,-3,-2,-3,1,0,7,1,2,8,4,5,5,0,0,2,5,0,0,0,3,5,6,10,3,2,7,7,2,5,10,9,9,9,6
Zhejiang,China,29.1832,120.0934,3,6,7,8,9,11,4,0,5,5,3,-2,3,1,3,2,1,0,0,1,4,6,7,5,4,3,0,0,-2,-2,-2,0,4,4,2,2,2,3,0,0,7,9,10,10,13,0,-3,-3,-2,2,3,8,4,6,11,12,7,6,9,8,5,5,6,3,1,7,10,12,8,3,8,9,6,2,4,10,10,11,8
Hunan,China,27.6104,111.7088,4,3,4,4,7,4,2,3,2,1,-1,0,3,3,1,0,1,0,3,4,5,4,5,2,1,0,-1,0,1,1,5,6,5,3,5,8,2,3,3,5,7,8,11,13,4,0,0,3,6,4,9,6,7,11,14,13,11,9,7,8,8,6,5,6,8,10,10,12,7,8,10,11,8,7,13,11,9,12,13
Anhui,China,31.8257,117.2264,3,4,6,6,8,4,1,1,3,3,0,0,0,0,0,0,0,0,0,2,3,5,5,2,2,1,0,0,0,-1,0,3,3,2,2,3,3,2,0,2,7,4,8,11,2,-3,-3,-1,4,2,5,3,5,12,14,8,4,7,6,6,4,3,4,3,5,6,9,10,7,5,8,8,3,4,9,9,10,12,8
Jiangxi,China,27.614,115.7221,8,8,8,8,12,17,3,3,5,4,2,0,4,5,4,2,2,2,1,5,8,8,8,6,5,2,2,0,0,0,2,7,7,6,5,9,6,5,4,3,6,11,12,14,14,1,0,0,2,3,8,8,7,12,17,16,11,11,10,10,6,9,8,6,8,12,13,17,9,6,11,11,10,6,10,12,10,12,12
Shandong,China,36.3427,118.1498,-5,-4,-2,0,0,0,-8,-6,-4,-4,-8,-6,-9,-9,-4,-7,-6,-5,-5,-4,-2,-1,-2,-3,-3,-3,-4,-5,-6,-5,-2,-2,-6,-2,-9,-6,-4,-3,-3,0,2,1,4,7,-6,-10,-8,-5,-1,-1,2,-3,-1,4,4,0,-3,0,0,1,-2,0,-4,-6,0,2,1,3,0,-1,7,1,-1,1,0,7,6,4,5
Diamond Princess,Cruise Ship,35.4437,139.638,4,4,4,3,3,5,4,7,5,5,4,4,5,5,4,4,4,3,3,3,3,4,7,6,3,4,3,8,8,7,5,5,5,5,4,2,-1,1,2,0,3,3,11,8,7,8,9,4,2,4,6,9,8,4,5,8,5,2,5,7,8,5,8,7,4,6,6,8,12,12,6,9,8,3,3,3,5,6,14
Jiangsu,China,32.9711,119.455,3,6,4,3,8,7,0,1,3,2,-1,1,0,-2,0,0,0,0,0,0,4,4,3,2,3,2,0,0,-1,-3,-1,1,2,0,0,0,2,3,0,3,6,5,4,10,4,-3,-3,-3,0,0,4,4,1,8,11,4,1,5,5,5,1,2,4,0,1,6,5,9,6,4,5,8,1,4,5,7,9,11,5
Chongqing,China,30.0572,107.874,4,8,7,7,8,7,7,7,6,5,1,2,5,6,5,3,5,6,4,7,7,8,7,6,5,2,3,4,2,5,6,6,6,2,2,7,4,7,8,9,6,6,7,9,5,4,1,5,6,4,7,5,8,9,8,9,12,12,9,10,10,8,8,5,7,7,9,12,9,10,9,12,10,10,12,11,9,12,11
Sichuan,China,30.6171,102.7103,-2,-3,-5,-3,-4,-4,-5,-4,-4,-6,-5,-2,-4,-3,-5,-6,-4,-9,-7,-4,-3,-5,-6,-9,-9,-9,-9,-8,-7,-8,-6,-6,-8,-6,-6,-7,-7,-6,-7,-5,-4,-3,-1,-2,-4,-9,-7,-7,-5,-3,-4,-2,-2,0,0,-1,0,0,-1,1,-1,-3,-5,-5,-1,-1,0,0,-4,-4,-1,0,-2,-1,-1,-3,-1,0,0
Heilongjiang,China,47.861999999999995,127.7615,-26,-27,-25,-24,-22,-11,-17,-20,-17,-19,-24,-21,-23,-23,-22,-26,-22,-17,-20,-21,-20,-22,-22,-25,-25,-19,-18,-17,-19,-23,-22,-22,-26,-27,-28,-28,-27,-26,-19,-21,-15,-4,-10,-19,-22,-20,-21,-21,-16,-17,-17,-13,-20,-10,-15,-14,-15,-14,-9,-13,-10,-11,-8,-15,-14,-8,-7,-11,-15,-12,-7,-16,-15,-9,-13,-11,-5,-3,-8
Denmark,Denmark,56.2639,9.5018,3,4,3,-1,5,4,5,3,4,0,6,3,4,7,5,4,4,3,3,5,4,2,5,3,4,4,4,2,3,6,7,4,1,2,-1,4,3,0,4,5,2,2,2,2,2,7,4,4,3,2,3,5,3,2,2,0,-2,0,1,2,2,3,0,0,0,-2,3,3,4,4,5,3,-2,3,5,2,6,1,1
Beijing,China,40.1824,116.4142,-11,-8,-5,-6,-2,-2,-4,-7,-7,-8,-6,-8,-9,-10,-8,-7,-6,-6,-6,-7,-6,-4,-5,-7,-6,-2,-1,-2,-4,-5,-4,-1,-8,-7,-9,-7,-9,-7,-6,-3,-3,-1,0,1,-5,-3,-3,-3,-1,-2,-2,0,-4,0,4,-1,0,-2,0,0,-2,0,-3,-5,-1,1,2,5,0,-2,2,0,3,8,0,4,5,7,4
Shanghai,China,31.201999999999998,121.4491,6,7,8,8,12,13,3,4,6,7,2,1,2,1,5,4,1,2,1,2,7,7,7,7,7,6,2,2,1,0,0,3,6,5,3,4,4,4,1,2,7,9,7,10,12,-2,0,0,1,4,6,6,4,9,14,8,5,7,8,8,6,6,7,4,3,9,7,11,8,4,9,11,7,6,8,10,11,12,6
Hebei,China,39.549,116.1306,-12,-9,-7,-7,-2,-2,-6,-8,-7,-6,-7,-8,-10,-10,-8,-7,-8,-6,-4,-8,-7,-6,-5,-8,-7,-3,-2,-2,-5,-6,-4,-1,-7,-5,-9,-6,-7,-8,-6,-4,-4,-2,-1,0,-6,-4,-5,-5,-3,-3,-1,-2,-4,0,3,-1,0,-3,0,0,-3,0,-3,-5,-1,0,1,4,0,-2,2,0,0,4,0,3,6,7,6
Fujian,China,26.0789,117.9874,5,7,10,12,9,11,6,5,7,9,4,3,4,7,6,4,4,5,3,5,7,11,13,12,9,2,2,0,-1,-1,0,2,4,6,7,4,7,5,4,2,7,12,12,10,13,2,0,-1,0,3,5,8,8,8,11,12,13,10,13,14,10,10,11,7,6,11,14,14,11,6,9,11,11,5,7,10,11,13,12
Guangxi,China,23.8298,108.7881,15,16,14,13,16,16,13,16,17,7,5,7,9,8,9,5,6,6,8,9,15,16,14,8,4,3,3,5,4,4,9,10,9,8,9,10,9,8,7,6,12,16,16,17,18,4,6,5,8,12,14,11,13,14,15,15,17,18,18,18,14,14,9,9,12,17,19,19,13,13,14,16,13,15,15,14,13,14,16
Shaanxi,China,35.1917,108.8701,-5,-3,-3,-1,-3,-2,-6,-2,-2,-6,-5,-6,-9,-5,-4,-7,-5,-7,-6,-4,-3,-2,-1,-3,-2,-4,-6,-6,-5,-4,0,-3,-6,-4,-4,-2,-3,-3,-3,-1,0,0,0,-1,-9,-9,-7,-4,-1,1,-4,-3,-2,2,2,2,2,0,0,1,0,0,-2,-2,1,0,4,2,-2,0,2,3,-1,0,6,4,4,3,7
Yunnan,China,24.974,101.48700000000001,4,5,8,6,8,0,3,5,7,4,0,0,3,4,2,1,1,1,3,4,3,3,3,1,-1,-2,0,0,1,2,3,2,2,0,0,4,1,2,5,8,5,2,2,1,2,3,1,5,6,2,3,7,8,6,4,5,9,7,6,3,5,6,5,4,8,7,8,6,4,7,10,8,7,9,11,10,9,7,7
Hainan,China,19.1959,109.7453,15,14,15,13,13,15,14,14,14,14,13,13,13,13,12,14,14,14,14,12,14,13,15,15,11,10,9,9,7,6,9,10,12,13,13,13,14,14,12,11,12,13,16,18,18,13,9,9,11,13,13,13,11,14,13,15,15,14,15,15,16,16,15,14,15,16,17,19,18,15,17,18,18,16,17,17,16,16,17
Guizhou,China,26.8154,106.8748,7,4,4,10,12,2,8,5,3,0,-1,1,1,0,0,0,0,0,3,6,5,4,3,0,-1,-2,-2,-2,-1,3,3,3,2,1,3,3,2,2,1,3,6,7,8,9,4,-1,0,0,3,4,4,5,8,10,10,12,13,13,11,9,7,4,3,3,8,8,11,9,5,6,7,8,6,8,9,7,6,7,8
Tianjin,China,39.3054,117.323,-13,-10,-8,-7,-1,-1,-4,-7,-6,-6,-6,-7,-10,-10,-8,-7,-7,-4,-5,-6,-4,-5,-5,-8,-8,-3,-2,-1,-7,-6,-6,-2,-8,-7,-9,-6,-7,-7,-6,-4,-3,0,2,0,-7,-6,-6,-6,-4,-4,1,-1,-1,0,2,-2,0,0,0,0,-2,0,-4,-3,3,1,1,4,0,0,4,0,2,5,0,3,11,7,9
Shanxi,China,37.5777,112.2922,-8,-6,-6,-2,-6,-2,-7,-5,-5,-6,-9,-10,-13,-11,-6,-10,-10,-9,-10,-7,-8,-7,-4,-6,-4,-3,-5,-6,-8,-8,-6,-4,-10,-7,-7,-6,-5,-5,-5,-5,-4,-3,-1,1,-8,-9,-8,-7,-5,-4,-2,-6,-4,1,0,0,1,0,0,0,-1,-3,-4,-4,0,-1,1,2,-2,-3,1,1,-1,0,3,3,4,2,5
Gansu,China,37.8099,101.0583,-16,-16,-17,-15,-17,-19,-18,-16,-16,-21,-19,-19,-15,-14,-18,-22,-20,-21,-20,-19,-19,-19,-19,-21,-25,-25,-23,-25,-25,-25,-19,-27,-26,-23,-22,-23,-20,-21,-21,-20,-21,-19,-13,-23,-27,-21,-21,-20,-19,-21,-17,-17,-15,-15,-16,-15,-12,-17,-15,-14,-17,-16,-20,-17,-17,-15,-13,-16,-20,-20,-18,-23,-19,-14,-15,-17,-15,-16,-16
Hong Kong,China,22.3,114.2,16,16,17,17,18,18,18,17,17,18,13,15,16,17,17,14,14,15,13,16,17,18,19,18,14,10,9,9,11,12,14,16,17,15,16,16,16,14,13,13,16,18,18,19,19,11,9,11,14,16,16,16,17,17,18,19,19,18,19,19,19,17,18,15,17,18,20,20,19,18,18,20,18,18,19,19,20,19,20
Liaoning,China,41.2956,122.6085,-19,-15,-15,-16,-8,-8,-10,-13,-12,-14,-15,-17,-17,-17,-15,-17,-15,-8,-10,-10,-3,-6,-12,-14,-17,-15,-8,-11,-13,-18,-13,-11,-14,-14,-17,-21,-9,-14,-12,-8,-3,3,2,-5,-9,-9,-13,-14,-8,-8,-1,-6,-5,-3,-1,-5,-7,-1,-2,-3,-6,-4,-4,-9,-1,2,-1,0,-4,-6,2,-7,-3,0,-9,-1,1,3,0
Jilin,China,43.6661,126.1923,-20,-17,-15,-17,-13,-7,-10,-15,-17,-18,-20,-16,-22,-21,-19,-20,-17,-10,-14,-17,-7,-10,-19,-19,-21,-18,-14,-17,-21,-23,-18,-20,-20,-22,-28,-28,-17,-22,-19,-18,-9,0,-1,-11,-14,-13,-19,-19,-12,-12,-6,-6,-10,-8,-10,-12,-13,-10,-9,-11,-10,-12,-6,-12,-8,-1,-1,-3,-8,-8,-3,-13,-5,-7,-11,-3,-1,-1,-4
,Czechia,49.8175,15.472999999999999,-4,-4,1,-1,-4,-4,-1,2,0,2,-2,0,-1,-1,0,0,0,0,-1,-6,-6,-1,-4,-5,-3,-1,0,0,0,1,7,4,6,3,0,-3,0,-3,-2,2,2,0,0,3,0,1,5,5,2,0,2,0,7,1,4,3,0,0,-1,3,3,5,0,-1,3,3,-1,0,1,5,7,4,1,-2,-1,1,2,4,5
Xinjiang,China,41.1129,85.2401,-11,-13,-12,-10,-13,-11,-9,-10,-12,-11,-10,-9,-8,-7,-8,-7,-5,-5,-8,-8,-9,-6,-8,-9,-10,-10,-10,-10,-9,-8,-10,-10,-10,-9,-9,-9,-8,-8,-8,-7,-8,-6,-3,-2,-2,-6,-4,-7,-4,-6,-6,-5,-5,-2,0,-1,-1,3,1,0,0,-1,0,0,0,2,4,-5,-5,-4,0,-2,-3,0,1,0,0,2,2
Inner Mongolia,China,44.0935,113.9448,-22,-20,-19,-17,-16,-19,-20,-21,-19,-22,-23,-23,-21,-20,-22,-21,-14,-16,-18,-11,-16,-18,-20,-18,-18,-17,-14,-15,-17,-17,-22,-17,-21,-27,-27,-24,-22,-20,-14,-9,-6,-10,-10,-14,-17,-20,-17,-16,-16,-14,-12,-14,-9,-9,-8,-15,-10,-15,-8,-10,-9,-16,-18,-13,-10,-12,-3,-13,-15,-9,-11,-12,-9,-6,-1,-6,0,-8,-2
Ningxia,China,37.2692,106.1655,-8,-8,-4,-4,-7,-6,-6,-7,-7,-10,-9,-13,-9,-6,-9,-11,-7,-8,-10,-6,-8,-8,-6,-7,-6,-6,-8,-9,-8,-7,-5,-9,-7,-8,-6,-7,-6,-6,-7,-3,-3,-2,-3,-7,-16,-15,-11,-8,-4,-4,-4,-5,0,2,-2,1,2,0,1,-2,0,-6,-4,2,2,0,2,-4,-6,-2,0,-1,-5,-2,2,0,2,0,3
,Taiwan*,23.7,121.0,7,7,7,9,10,11,9,8,7,8,7,7,4,6,6,7,7,6,5,8,9,11,9,11,11,7,7,4,4,0,1,2,4,6,6,7,8,8,6,5,7,9,10,11,11,11,10,5,3,5,7,7,10,9,10,10,10,10,10,9,10,9,9,11,9,10,11,11,12,10,10,12,13,9,6,8,10,12,11
,Vietnam,16.0,108.0,15,15,14,13,12,14,15,14,13,14,13,13,12,12,12,15,13,13,12,12,13,13,15,15,15,13,13,12,11,8,12,12,12,13,13,11,12,14,13,13,14,15,15,16,16,16,13,11,12,12,13,12,12,10,10,14,14,13,15,15,16,16,15,16,15,16,17,18,19,17,16,18,17,16,16,16,17,17,17
,Russia,60.0,90.0,-13,-8,-16,-9,-6,-8,-10,-15,-17,-18,-18,-16,-15,-9,-9,-9,-8,-17,-20,-20,-31,-23,-14,-5,-9,-10,-8,-8,-22,-24,-32,-31,-24,-19,-18,-10,-5,-13,-5,-18,-19,-14,-14,-15,-11,-17,-14,-8,-8,-7,-4,-7,-6,-16,-17,-17,-18,-11,-8,-15,-10,-8,-10,-3,-13,-23,-17,-3,-8,-9,-4,-1,-4,0,-2,-12,-9,-8,-3
Qinghai,China,35.7452,95.9956,-22,-25,-22,-22,-25,-27,-21,-19,-21,-31,-26,-24,-18,-16,-22,-19,-17,-20,-22,-24,-24,-24,-26,-28,-27,-26,-27,-29,-26,-21,-27,-30,-31,-30,-26,-23,-25,-22,-26,-26,-28,-27,-23,-22,-27,-25,-22,-23,-21,-21,-25,-25,-18,-20,-23,-18,-16,-24,-21,-17,-17,-21,-25,-23,-25,-20,-17,-21,-24,-22,-22,-22,-17,-11,-22,-21,-23,-23,-15
Macau,China,22.1667,113.55,17,17,17,18,19,19,19,18,18,18,13,16,17,18,18,13,14,16,14,16,17,18,19,19,12,10,9,10,12,13,15,16,16,14,15,16,17,16,14,15,16,17,18,18,19,11,9,12,14,14,16,15,17,17,18,18,19,18,18,19,20,18,19,15,17,18,20,20,19,18,18,20,18,19,18,19,19,20,19
,Moldova,47.4116,28.3699,-5,-3,-6,0,-1,-8,-8,-7,-4,-2,0,-5,-3,-4,-1,-4,-4,-5,-6,-2,0,1,-4,-5,-4,-4,-1,0,-2,-2,4,5,4,0,5,-3,-1,-7,-8,-3,1,1,0,-3,1,-3,1,0,0,1,0,0,0,8,0,3,4,-1,0,2,4,5,5,7,5,6,7,7,7,3,4,8,4,0,-4,0,1,1,7
,Bolivia,-16.2902,-63.5887,21,20,22,23,22,24,22,22,23,23,23,23,22,22,22,23,22,23,23,23,23,22,22,23,22,23,24,22,21,22,20,20,23,24,23,23,24,22,24,21,21,20,21,22,22,23,23,25,25,23,23,21,21,20,16,22,22,21,19,18,20,19,21,22,21,22,22,23,22,23,23,24,22,23,23,23,21,22,22
Faroe Islands,Denmark,61.8926,-6.9118,4,0,0,5,5,4,1,2,3,4,1,2,3,3,3,3,2,3,7,3,4,3,2,2,4,2,1,1,1,1,0,0,1,1,3,5,5,3,2,1,1,0,0,-1,3,1,2,3,2,2,2,1,0,2,2,1,0,0,0,1,0,0,2,2,1,0,3,0,1,2,1,-1,0,-1,0,2,2,0,-1
St Martin,France,18.0708,-63.0501,23,23,23,23,23,23,23,23,23,24,23,23,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,22,23,22,22,23,22,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,22,22,22
